username,user_id,tweet_id,timestamp,content,retweets,likes,replies,hashtags,mentions,url,verified
MarketMoves,824263,7871487546693935641,2025-09-22T16:23:45.146021,"HDFCBANK breaking resistance! Target 900, SL 2650. #intraday #stockpick",37,628,64,#intraday|#stockpick,,https://twitter.com/user/status/5653948950358464108,False
TradersPro,802348,8821179602422010796,2025-09-22T16:17:42.262641,"ICICIBANK breaking flag pattern! Target 900, SL 2650. #intraday #stockpick",76,541,58,#intraday|#stockpick,,https://twitter.com/user/status/8601326153016405482,False
TradingSetups,684690,3837005188069282007,2025-09-22T16:11:30.278530,Sensex surged by 180 points today. Banking leading the decline. #sensex #stockmarket,46,523,78,#sensex|#stockmarket,,https://twitter.com/user/status/2350535643546081447,True
MarketMoves,242349,8150627149063225700,2025-09-22T16:10:57.562702,"HDFCBANK breaking triangle pattern! Target 4200, SL 3900. #intraday #stockpick",80,98,37,#intraday|#stockpick,,https://twitter.com/user/status/3218718761427335491,True
StockPicksDaily,701194,3485704840689625067,2025-09-22T16:09:49.472498,"WIPRO breaking flag pattern! Target 3500, SL 3900. #intraday #stockpick",66,541,22,#intraday|#stockpick,,https://twitter.com/user/status/7037037343294682209,True
MarketWatch_IN,976150,8676207849264443053,2025-09-22T16:08:54.618388,FII profit booking worth ₹850 crores in Energy today. Impact on SBI? #fii #markets,84,285,72,#fii|#markets,,https://twitter.com/user/status/5436243719321151486,True
InvestmentAdvice,916753,5583510977428638175,2025-09-22T16:07:46.691261,"Energy index gained by 3.2%. Top picks: HDFC, ICICI #sectoral #investment",96,669,47,#sectoral|#investment,,https://twitter.com/user/status/6012162945827455980,True
InvestmentAdvice,849049,7067109033367427940,2025-09-22T16:07:25.869379,FII holding worth ₹850 crores in FMCG today. Impact on ITC? #fii #markets,50,478,73,#fii|#markets,,https://twitter.com/user/status/2411775231109390336,True
MarketBuzz24,906160,7093773374702153791,2025-09-22T16:07:05.908120,"Auto index outperformed by 3.2%. Top picks: HDFC, ICICI #sectoral #investment",6,757,62,#sectoral|#investment,,https://twitter.com/user/status/3944906142813744233,True
MarketMoves,873938,3404185125540561356,2025-09-22T16:03:09.233310,"Auto index outperformed by 2.5%. Top picks: RELIANCE, ONGC #sectoral #investment",145,183,5,#sectoral|#investment,,https://twitter.com/user/status/6362940573526115107,False
MarketWatch_IN,948459,6674268549457032892,2025-09-22T15:58:36.023301,FII selling worth ₹650 crores in FMCG today. Impact on RELIANCE? #fii #markets,73,8,2,#fii|#markets,,https://twitter.com/user/status/1699305162814762779,True
MarketWatch_IN,739353,5093650318383938076,2025-09-22T15:54:39.917620,"Energy index declined by 2.5%. Top picks: TCS, INFY #sectoral #investment",55,43,79,#sectoral|#investment,,https://twitter.com/user/status/8863081387956562023,True
StockAlerts,727295,1591836133627849750,2025-09-22T15:52:35.557689,"FMCG index gained by 4.1%. Top picks: TCS, INFY #sectoral #investment",15,692,23,#sectoral|#investment,,https://twitter.com/user/status/8499434621657149143,False
TechnicalTrader,672803,4996744366079016203,2025-09-22T15:52:28.892551,"ITC breaking resistance! Target 2800, SL 850. #intraday #stockpick",39,106,54,#intraday|#stockpick,,https://twitter.com/user/status/6025806796484168771,True
DayTradingTips,417294,1204367647836300250,2025-09-22T15:51:31.886531,"Energy index gained by 0.9%. Top picks: HDFC, ICICI #sectoral #investment",112,207,23,#sectoral|#investment,,https://twitter.com/user/status/5091692403579303507,True
StockMarketExpert,347670,1111925153381302266,2025-09-22T15:50:32.228006,"Pharma index declined by 4.1%. Top picks: HDFC, ICICI #sectoral #investment",51,19,19,#sectoral|#investment,,https://twitter.com/user/status/7509902869269625781,False
EquityResearch,846263,5196502926323265785,2025-09-22T15:50:29.213497,"SBI breaking flag pattern! Target 1650, SL 3900. #intraday #stockpick",27,213,7,#intraday|#stockpick,,https://twitter.com/user/status/9851703096883305824,False
TradingGuru123,379173,9551360881801112829,2025-09-22T15:50:05.838757,FII profit booking worth ₹850 crores in IT today. Impact on HDFCBANK? #fii #markets,43,457,23,#fii|#markets,,https://twitter.com/user/status/4428239029371890017,True
TechnicalTrader,845041,1162490724562292699,2025-09-22T15:44:32.284859,FII selling worth ₹650 crores in Pharma today. Impact on ITC? #fii #markets,37,786,43,#fii|#markets,,https://twitter.com/user/status/1028498992238432751,False
FundamentalFirst,637905,8633630296211143010,2025-09-22T15:42:48.676445,"Energy index outperformed by 3.2%. Top picks: TCS, INFY #sectoral #investment",21,628,0,#sectoral|#investment,,https://twitter.com/user/status/3796308303405855184,False
InvestmentAdvice,657698,6076789357053700783,2025-09-22T15:35:58.796051,Sensex closed flat by 150 points today. FMCG leading the decline. #sensex #stockmarket,39,95,66,#sensex|#stockmarket,,https://twitter.com/user/status/5294470675543068342,True
FundamentalFirst,358788,3927752098016343109,2025-09-22T15:35:00.420406,IT stocks bearish ahead of earnings. TCS looks bearish. #itstocks #earnings,23,786,41,#itstocks|#earnings,,https://twitter.com/user/status/4858272824446668922,False
SwingTraderIN,522425,1554283667420537349,2025-09-22T15:29:52.971713,"ICICIBANK breaking resistance! Target 4200, SL 3200. #intraday #stockpick",60,209,2,#intraday|#stockpick,,https://twitter.com/user/status/3691856121262711749,True
TechnicalTrader,419099,3231394493187256613,2025-09-22T15:29:06.024075,FII profit booking worth ₹650 crores in Auto today. Impact on HDFCBANK? #fii #markets,35,637,69,#fii|#markets,,https://twitter.com/user/status/6893540228461387729,True
StockAlerts,701396,1827812699151267421,2025-09-22T15:22:36.309158,"Nifty 50 at 18200 levels, showing strong bullish momentum. Good holding opportunity? #nifty50 #trading",12,54,70,#nifty50|#trading,,https://twitter.com/user/status/2289153108430300454,False
FundamentalFirst,499637,7017067996996339207,2025-09-22T15:21:14.022234,Sensex surged by 400 points today. Banking leading the correction. #sensex #stockmarket,92,305,42,#sensex|#stockmarket,,https://twitter.com/user/status/9602862672491209117,True
TradingSetups,894199,5020791833101189135,2025-09-22T15:20:58.432012,Sensex fell by 150 points today. IT leading the rally. #sensex #stockmarket,135,501,50,#sensex|#stockmarket,,https://twitter.com/user/status/9545099294909404645,False
StockPicksDaily,172157,1008967635391305897,2025-09-22T15:20:37.035090,"INFY breaking triangle pattern! Target 900, SL 3200. #intraday #stockpick",3,584,76,#intraday|#stockpick,,https://twitter.com/user/status/5218801261882241651,True
TradingGuru123,247622,4813024832330842192,2025-09-22T15:17:54.482326,"RELIANCE breaking support! Target 4200, SL 2650. #intraday #stockpick",123,303,23,#intraday|#stockpick,,https://twitter.com/user/status/1643354369010556440,False
MarketBuzz24,966367,8365967987855720370,2025-09-22T15:14:56.071029,IT stocks bearish ahead of earnings. ICICIBANK looks neutral. #itstocks #earnings,103,266,1,#itstocks|#earnings,,https://twitter.com/user/status/7291305900849941999,True
SwingTraderIN,976217,7871322046650718376,2025-09-22T15:13:53.486304,IT stocks sideways ahead of earnings. ITC looks bullish. #itstocks #earnings,92,178,46,#itstocks|#earnings,,https://twitter.com/user/status/8124847359626686088,False
TradersPro,880123,4503640856609696493,2025-09-22T15:12:57.288729,"Auto index gained by 3.2%. Top picks: RELIANCE, ONGC #sectoral #investment",123,339,28,#sectoral|#investment,,https://twitter.com/user/status/5684401155592834020,True
EquityResearch,953328,7533014821714545998,2025-09-22T15:11:48.699637,"Energy index declined by 3.2%. Top picks: HDFC, ICICI #sectoral #investment",12,664,56,#sectoral|#investment,,https://twitter.com/user/status/5708635647280797345,True
TradingGuru123,328977,3599392926952493192,2025-09-22T15:09:20.853368,"Nifty 50 at 18500 levels, showing bearish momentum. Good selling opportunity? #nifty50 #trading",44,248,37,#nifty50|#trading,,https://twitter.com/user/status/2790961485132745662,False
FundamentalFirst,673902,1802843834373985891,2025-09-22T15:08:16.036173,"ICICIBANK breaking support! Target 900, SL 2650. #intraday #stockpick",43,463,41,#intraday|#stockpick,,https://twitter.com/user/status/7373191425893361563,False
MarketBuzz24,161505,1518754563936710702,2025-09-22T15:07:18.317153,"INFY breaking triangle pattern! Target 4200, SL 2650. #intraday #stockpick",115,116,69,#intraday|#stockpick,,https://twitter.com/user/status/6555005709441884094,False
NiftyAnalyst,460320,6265701085851350546,2025-09-22T15:06:49.839289,"Banking index declined by 1.8%. Top picks: RELIANCE, ONGC #sectoral #investment",4,743,67,#sectoral|#investment,,https://twitter.com/user/status/3311315659008530721,True
StockMarketExpert,706386,2469140109039021400,2025-09-22T15:06:18.083134,FII buying worth ₹850 crores in IT today. Impact on TCS? #fii #markets,3,523,32,#fii|#markets,,https://twitter.com/user/status/7868522380557461011,False
TechnicalTrader,466778,7018132068676020687,2025-09-22T15:05:46.333928,"SBI breaking triangle pattern! Target 900, SL 850. #intraday #stockpick",115,513,27,#intraday|#stockpick,,https://twitter.com/user/status/4581710183674952265,False
SwingTraderIN,692782,6294218146924519133,2025-09-22T15:05:00.139486,"TCS breaking support! Target 900, SL 850. #intraday #stockpick",62,537,65,#intraday|#stockpick,,https://twitter.com/user/status/6208885792978809594,False
TechnicalTrader,851784,7050730896189335167,2025-09-22T15:03:24.942586,IT stocks volatile ahead of earnings. INFY looks bearish. #itstocks #earnings,99,686,79,#itstocks|#earnings,,https://twitter.com/user/status/6474676920557521255,False
FundamentalFirst,253823,3748941978746934149,2025-09-22T14:59:54.155588,Sensex surged by 400 points today. IT leading the correction. #sensex #stockmarket,121,320,61,#sensex|#stockmarket,,https://twitter.com/user/status/9811357084976778571,False
MarketMoves,346246,8550011516835524076,2025-09-22T14:59:39.780772,FII profit booking worth ₹2100 crores in Auto today. Impact on TCS? #fii #markets,21,266,79,#fii|#markets,,https://twitter.com/user/status/2392536156775636696,False
DayTradingTips,895367,7775880714189341765,2025-09-22T14:55:56.645378,"SBI breaking flag pattern! Target 3500, SL 850. #intraday #stockpick",52,255,62,#intraday|#stockpick,,https://twitter.com/user/status/1700247056582067138,True
MarketWatch_IN,799304,8305768505593616727,2025-09-22T14:55:09.419998,Sensex fell by 320 points today. FMCG leading the decline. #sensex #stockmarket,138,607,64,#sensex|#stockmarket,,https://twitter.com/user/status/4785337959935156066,False
SwingTraderIN,645866,6321970890302590004,2025-09-22T14:54:45.132071,"ICICIBANK breaking resistance! Target 2800, SL 850. #intraday #stockpick",95,40,27,#intraday|#stockpick,,https://twitter.com/user/status/5905090299684730582,False
TechnicalTrader,386010,8773625278173410212,2025-09-22T14:51:44.850374,FII profit booking worth ₹2100 crores in Banking today. Impact on HDFCBANK? #fii #markets,110,339,38,#fii|#markets,,https://twitter.com/user/status/1271442737786843129,True
StockPicksDaily,284112,8617383403914277789,2025-09-22T14:51:00.484047,IT stocks bearish ahead of earnings. WIPRO looks bullish. #itstocks #earnings,53,277,66,#itstocks|#earnings,,https://twitter.com/user/status/5022531584667272506,False
TechnicalTrader,908804,5287329934359553076,2025-09-22T14:48:59.442448,"FMCG index gained by 0.9%. Top picks: RELIANCE, ONGC #sectoral #investment",119,367,73,#sectoral|#investment,,https://twitter.com/user/status/6951941258789996885,True
TradersPro,787688,4628093879701517244,2025-09-22T14:47:05.496231,"INFY breaking support! Target 2800, SL 3900. #intraday #stockpick",122,190,39,#intraday|#stockpick,,https://twitter.com/user/status/3270007054775304354,True
SwingTraderIN,904776,5629180798296026637,2025-09-22T14:47:04.182358,FII profit booking worth ₹1800 crores in Pharma today. Impact on ITC? #fii #markets,58,723,23,#fii|#markets,,https://twitter.com/user/status/7068317021298128272,True
TradingGuru123,418339,1631235009953935346,2025-09-22T14:46:53.520097,"ITC breaking resistance! Target 1650, SL 2650. #intraday #stockpick",89,78,21,#intraday|#stockpick,,https://twitter.com/user/status/5384688450593126592,True
TradingGuru123,816267,5446040029903554569,2025-09-22T14:44:15.801268,IT stocks sideways ahead of earnings. HDFCBANK looks bullish. #itstocks #earnings,21,32,33,#itstocks|#earnings,,https://twitter.com/user/status/9177157830779153806,True
TradingSetups,388187,9239121600284292290,2025-09-22T14:44:03.402172,"Energy index outperformed by 2.5%. Top picks: TCS, INFY #sectoral #investment",4,597,32,#sectoral|#investment,,https://twitter.com/user/status/5212928386261956882,True
MarketMoves,347373,7435718836428628613,2025-09-22T14:43:21.440989,FII profit booking worth ₹850 crores in Banking today. Impact on ITC? #fii #markets,79,73,39,#fii|#markets,,https://twitter.com/user/status/6904275090496248237,True
SwingTraderIN,626967,5281602621739880298,2025-09-22T14:41:03.276026,FII buying worth ₹2100 crores in Energy today. Impact on TCS? #fii #markets,123,175,32,#fii|#markets,,https://twitter.com/user/status/4966679820012237706,True
MarketBuzz24,280282,6625266164883798207,2025-09-22T14:39:32.488221,Pharma sector showing breakdown. INFY at key support/resistance. #pharma #technical,100,150,70,#pharma|#technical,,https://twitter.com/user/status/2446305782694683488,False
MarketBuzz24,236188,7267178347527779868,2025-09-22T14:38:10.371611,Sensex fell by 180 points today. Auto leading the rally. #sensex #stockmarket,97,193,60,#sensex|#stockmarket,,https://twitter.com/user/status/6842511028807899717,True
EquityResearch,164218,7847641487072633327,2025-09-22T14:37:09.239021,Sensex surged by 400 points today. FMCG leading the recovery. #sensex #stockmarket,96,552,45,#sensex|#stockmarket,,https://twitter.com/user/status/3862141353643131875,False
MarketWatch_IN,467344,2750892883380073209,2025-09-22T14:35:42.040666,"SBI breaking resistance! Target 2800, SL 1580. #intraday #stockpick",117,67,28,#intraday|#stockpick,,https://twitter.com/user/status/3802720449344754188,False
TradingGuru123,210025,9055536940750243470,2025-09-22T14:27:57.509603,"ICICIBANK breaking support! Target 1650, SL 850. #intraday #stockpick",79,602,71,#intraday|#stockpick,,https://twitter.com/user/status/4118939179511154535,False
StockPicksDaily,295666,8905358602876131147,2025-09-22T14:26:44.893274,"ICICIBANK breaking flag pattern! Target 1650, SL 3900. #intraday #stockpick",86,446,37,#intraday|#stockpick,,https://twitter.com/user/status/9687949204928313398,True
TradingGuru123,614688,9133272353977750704,2025-09-22T14:26:11.135049,Sensex gained by 320 points today. IT leading the correction. #sensex #stockmarket,50,175,63,#sensex|#stockmarket,,https://twitter.com/user/status/9927651903045962050,False
TradingSetups,401995,1903044683241715304,2025-09-22T14:19:59.475044,"Pharma index gained by 4.1%. Top picks: RELIANCE, ONGC #sectoral #investment",144,116,26,#sectoral|#investment,,https://twitter.com/user/status/6197566081955741739,False
MarketWatch_IN,620275,6774508557839605519,2025-09-22T14:19:05.738832,Sensex gained by 180 points today. IT leading the rally. #sensex #stockmarket,139,374,48,#sensex|#stockmarket,,https://twitter.com/user/status/9191368892662416034,True
FundamentalFirst,221493,1759826495905945632,2025-09-22T14:18:45.778395,"SBI breaking flag pattern! Target 4200, SL 3900. #intraday #stockpick",37,98,11,#intraday|#stockpick,,https://twitter.com/user/status/3089602758535635846,True
MarketMoves,642398,5652011848595727581,2025-09-22T14:15:53.489513,"TCS breaking triangle pattern! Target 1650, SL 2650. #intraday #stockpick",55,785,19,#intraday|#stockpick,,https://twitter.com/user/status/6936144033923441051,False
StockAlerts,948404,9076731892609413772,2025-09-22T14:13:49.632535,IT stocks volatile ahead of earnings. ICICIBANK looks bullish. #itstocks #earnings,44,273,40,#itstocks|#earnings,,https://twitter.com/user/status/7050178784282236181,True
TradingGuru123,195558,1659090502576943524,2025-09-22T14:11:11.343034,"Pharma index declined by 2.5%. Top picks: TCS, INFY #sectoral #investment",46,550,41,#sectoral|#investment,,https://twitter.com/user/status/1462354051097622395,True
DayTradingTips,811503,6206665903240190665,2025-09-22T14:09:29.592853,FII selling worth ₹650 crores in Auto today. Impact on SBI? #fii #markets,103,81,10,#fii|#markets,,https://twitter.com/user/status/1183892989823060517,True
MarketWatch_IN,492687,5992799293977507697,2025-09-22T14:09:27.985326,IT stocks bearish ahead of earnings. TCS looks bullish. #itstocks #earnings,51,564,58,#itstocks|#earnings,,https://twitter.com/user/status/3347231558083354662,False
StockAlerts,500488,4474610071227266522,2025-09-22T14:07:00.879787,Small caps outperforming large caps this week. WIPRO up 3.2% #smallcaps #multibagger,131,425,27,#smallcaps|#multibagger,,https://twitter.com/user/status/6167821764312931265,False
MarketWatch_IN,325804,4440214729794551670,2025-09-22T14:01:51.242319,"SBI breaking flag pattern! Target 4200, SL 1580. #intraday #stockpick",98,763,45,#intraday|#stockpick,,https://twitter.com/user/status/7982101449097120544,True
MarketMoves,307235,9525621608303563282,2025-09-22T14:01:39.946222,"INFY breaking support! Target 900, SL 3200. #intraday #stockpick",123,795,72,#intraday|#stockpick,,https://twitter.com/user/status/2636127867201344933,False
FundamentalFirst,323973,8152883508919534271,2025-09-22T14:01:33.488906,Pharma sector showing breakdown. ICICIBANK at key support/resistance. #pharma #technical,139,752,9,#pharma|#technical,,https://twitter.com/user/status/5798307555919688400,True
MarketBuzz24,856221,9572313539939900420,2025-09-22T14:01:31.670513,"IT index declined by 4.1%. Top picks: TCS, INFY #sectoral #investment",131,168,80,#sectoral|#investment,,https://twitter.com/user/status/4386012158537014574,True
NiftyAnalyst,316858,9215647523082732261,2025-09-22T14:01:00.945778,FII buying worth ₹1200 crores in Auto today. Impact on RELIANCE? #fii #markets,27,696,16,#fii|#markets,,https://twitter.com/user/status/9950119299348772354,True
DayTradingTips,262985,5295782300210489557,2025-09-22T13:56:26.202887,Sensex fell by 180 points today. Auto leading the correction. #sensex #stockmarket,120,357,55,#sensex|#stockmarket,,https://twitter.com/user/status/5756347031326874319,True
TechnicalTrader,226929,1619999264159541731,2025-09-22T13:50:12.065144,"Auto index outperformed by 4.1%. Top picks: RELIANCE, ONGC #sectoral #investment",73,21,79,#sectoral|#investment,,https://twitter.com/user/status/1080115639489268774,False
StockPicksDaily,602931,7364555262823261056,2025-09-22T13:49:30.451727,"SBI breaking triangle pattern! Target 3500, SL 850. #intraday #stockpick",145,289,58,#intraday|#stockpick,,https://twitter.com/user/status/9308694740186973375,False
TechnicalTrader,740891,6886838631363222626,2025-09-22T13:48:08.998245,Sensex surged by 180 points today. Energy leading the rally. #sensex #stockmarket,137,385,46,#sensex|#stockmarket,,https://twitter.com/user/status/8470687207588296746,True
StockMarketExpert,926328,2386979026413623066,2025-09-22T13:46:15.381877,FII profit booking worth ₹2100 crores in Energy today. Impact on ITC? #fii #markets,62,572,22,#fii|#markets,,https://twitter.com/user/status/4757678333823112732,False
TradingGuru123,598518,4189980829143050121,2025-09-22T13:39:05.582673,FII holding worth ₹2100 crores in Banking today. Impact on WIPRO? #fii #markets,91,669,35,#fii|#markets,,https://twitter.com/user/status/5607003216557630729,False
StockAlerts,791577,6990283149043866181,2025-09-22T13:39:00.777300,"Auto index gained by 2.5%. Top picks: TCS, INFY #sectoral #investment",83,277,77,#sectoral|#investment,,https://twitter.com/user/status/6271008798431350502,True
DayTradingTips,281791,3146195704417609310,2025-09-22T13:34:36.494542,FII holding worth ₹2100 crores in Auto today. Impact on TCS? #fii #markets,57,397,20,#fii|#markets,,https://twitter.com/user/status/2306150598248913323,True
StockMarketExpert,405883,5347827522852080753,2025-09-22T13:31:54.464495,Sensex fell by 250 points today. Energy leading the correction. #sensex #stockmarket,94,152,50,#sensex|#stockmarket,,https://twitter.com/user/status/1472618872364943733,True
NiftyAnalyst,496232,7698429517768392461,2025-09-22T13:30:32.314106,FII selling worth ₹850 crores in Auto today. Impact on HDFCBANK? #fii #markets,44,289,21,#fii|#markets,,https://twitter.com/user/status/3358852527262559971,True
StockAlerts,656481,9302419085609999958,2025-09-22T13:22:23.563045,"SBI breaking support! Target 900, SL 1580. #intraday #stockpick",58,90,39,#intraday|#stockpick,,https://twitter.com/user/status/9453054387912935929,False
TradingGuru123,434387,7128038862780506069,2025-09-22T13:15:38.620118,"WIPRO breaking triangle pattern! Target 2800, SL 3200. #intraday #stockpick",103,542,76,#intraday|#stockpick,,https://twitter.com/user/status/8154148905958423631,False
TechnicalTrader,840340,3998630187168598059,2025-09-22T13:12:00.857252,"Pharma index declined by 3.2%. Top picks: RELIANCE, ONGC #sectoral #investment",66,182,11,#sectoral|#investment,,https://twitter.com/user/status/6469646077243187585,False
SwingTraderIN,513053,1438624872234053682,2025-09-22T13:10:11.452636,Sensex gained by 250 points today. Banking leading the recovery. #sensex #stockmarket,79,176,15,#sensex|#stockmarket,,https://twitter.com/user/status/2164609023065672626,True
TechnicalTrader,276123,2671949467043494009,2025-09-22T13:09:10.900228,"INFY breaking support! Target 4200, SL 1580. #intraday #stockpick",44,275,9,#intraday|#stockpick,,https://twitter.com/user/status/1855721074181405559,False
InvestmentAdvice,566652,2819062127694086291,2025-09-22T13:07:45.776738,FII buying worth ₹650 crores in Auto today. Impact on SBI? #fii #markets,75,12,58,#fii|#markets,,https://twitter.com/user/status/2303862884978279687,True
NiftyAnalyst,965658,3306123752809967635,2025-09-22T13:06:37.118649,"TCS breaking flag pattern! Target 900, SL 3200. #intraday #stockpick",136,468,44,#intraday|#stockpick,,https://twitter.com/user/status/3989927984616827817,False
MarketBuzz24,994413,2928917825561718183,2025-09-22T13:06:35.123514,Sensex fell by 180 points today. IT leading the rally. #sensex #stockmarket,119,653,55,#sensex|#stockmarket,,https://twitter.com/user/status/7448862778316489008,False
TradersPro,387055,2704298012466222757,2025-09-22T12:50:53.982839,"TCS breaking triangle pattern! Target 900, SL 3900. #intraday #stockpick",13,629,16,#intraday|#stockpick,,https://twitter.com/user/status/5680661262269879822,True
MarketMoves,559687,9140380420000484095,2025-09-22T12:44:38.273565,"IT index gained by 2.5%. Top picks: HDFC, ICICI #sectoral #investment",130,569,74,#sectoral|#investment,,https://twitter.com/user/status/3057975066709741753,False
EquityResearch,964688,9138887835563686219,2025-09-22T12:43:42.990198,FII selling worth ₹1800 crores in Pharma today. Impact on RELIANCE? #fii #markets,7,73,21,#fii|#markets,,https://twitter.com/user/status/2496275486914504573,True
StockPicksDaily,311858,3376991575635647496,2025-09-22T12:42:05.967465,FII buying worth ₹1800 crores in IT today. Impact on SBI? #fii #markets,86,7,39,#fii|#markets,,https://twitter.com/user/status/9859497495298612371,False
TradingGuru123,915478,6003973690057307428,2025-09-22T12:38:48.096364,Sensex fell by 320 points today. Energy leading the decline. #sensex #stockmarket,21,227,4,#sensex|#stockmarket,,https://twitter.com/user/status/7968852689626849675,False
NiftyAnalyst,929057,4634363999742183560,2025-09-22T12:38:36.779502,"IT index declined by 1.8%. Top picks: RELIANCE, ONGC #sectoral #investment",31,176,45,#sectoral|#investment,,https://twitter.com/user/status/1821547552240266596,False
EquityResearch,298516,8739621994878769444,2025-09-22T12:38:21.429814,"Banking index gained by 0.9%. Top picks: TCS, INFY #sectoral #investment",148,165,4,#sectoral|#investment,,https://twitter.com/user/status/3210242778331011623,False
TradersPro,865082,2857069433792479929,2025-09-22T12:37:01.463635,"Auto index gained by 3.2%. Top picks: HDFC, ICICI #sectoral #investment",138,272,54,#sectoral|#investment,,https://twitter.com/user/status/6719673902601956338,False
MarketBuzz24,103644,8818901023344733665,2025-09-22T12:31:06.851888,"FMCG index declined by 4.1%. Top picks: TCS, INFY #sectoral #investment",150,584,48,#sectoral|#investment,,https://twitter.com/user/status/1916393838784588559,True
DayTradingTips,217439,7829878683758972310,2025-09-22T12:27:56.683753,Sensex gained by 250 points today. IT leading the rally. #sensex #stockmarket,134,188,38,#sensex|#stockmarket,,https://twitter.com/user/status/2972420132277113992,False
MarketMoves,210537,3105937261703203336,2025-09-22T12:27:22.209412,"RELIANCE breaking flag pattern! Target 900, SL 850. #intraday #stockpick",32,686,71,#intraday|#stockpick,,https://twitter.com/user/status/9944386489148693145,False
EquityResearch,261382,1662007330439016744,2025-09-22T12:24:55.285541,"RELIANCE breaking support! Target 4200, SL 3900. #intraday #stockpick",45,695,70,#intraday|#stockpick,,https://twitter.com/user/status/6654697864328235676,True
MarketWatch_IN,571440,1780199487128154652,2025-09-22T12:19:56.362638,FII profit booking worth ₹2100 crores in IT today. Impact on ITC? #fii #markets,25,272,16,#fii|#markets,,https://twitter.com/user/status/3236848690516790328,False
StockPicksDaily,597888,3169962426513922638,2025-09-22T12:19:53.494252,Sensex closed flat by 150 points today. IT leading the rally. #sensex #stockmarket,98,461,34,#sensex|#stockmarket,,https://twitter.com/user/status/8371183357118625262,True
MarketMoves,740804,9176071927238676151,2025-09-22T12:12:21.379090,Sensex surged by 150 points today. Pharma leading the correction. #sensex #stockmarket,127,257,60,#sensex|#stockmarket,,https://twitter.com/user/status/4140964940695932713,False
StockPicksDaily,733588,8560509415625588712,2025-09-22T12:11:20.303948,"HDFCBANK breaking flag pattern! Target 2800, SL 3200. #intraday #stockpick",61,467,20,#intraday|#stockpick,,https://twitter.com/user/status/2813283106929511837,True
DayTradingTips,389746,4588988989312127937,2025-09-22T12:07:35.790590,IT stocks sideways ahead of earnings. RELIANCE looks bearish. #itstocks #earnings,85,749,26,#itstocks|#earnings,,https://twitter.com/user/status/4193911824195654371,True
SwingTraderIN,360055,1442706576191980657,2025-09-22T12:07:30.643888,"Energy index gained by 2.5%. Top picks: HDFC, ICICI #sectoral #investment",107,107,52,#sectoral|#investment,,https://twitter.com/user/status/6544355802390742741,True
TradingGuru123,596975,4901285876525466919,2025-09-22T12:06:52.383577,"SBI breaking resistance! Target 1650, SL 850. #intraday #stockpick",138,305,10,#intraday|#stockpick,,https://twitter.com/user/status/5155955797714638104,False
TradingGuru123,305434,2079380337690238540,2025-09-22T12:04:23.415323,IT stocks bearish ahead of earnings. INFY looks neutral. #itstocks #earnings,137,625,70,#itstocks|#earnings,,https://twitter.com/user/status/7761938260839096307,True
InvestmentAdvice,743681,2361994168559473728,2025-09-22T12:00:09.986352,"IT index declined by 1.8%. Top picks: TCS, INFY #sectoral #investment",83,617,30,#sectoral|#investment,,https://twitter.com/user/status/4141175060516590759,True
StockPicksDaily,476392,8638485070068785940,2025-09-22T11:58:09.798654,FII buying worth ₹2100 crores in Banking today. Impact on HDFCBANK? #fii #markets,150,642,80,#fii|#markets,,https://twitter.com/user/status/9584973309567402867,False
MarketMoves,884484,8036313839388342127,2025-09-22T11:57:46.277976,"Auto index gained by 1.8%. Top picks: HDFC, ICICI #sectoral #investment",25,27,19,#sectoral|#investment,,https://twitter.com/user/status/6322817534668514567,False
StockMarketExpert,540239,8768951780723486888,2025-09-22T11:44:11.835028,"FMCG index outperformed by 0.9%. Top picks: RELIANCE, ONGC #sectoral #investment",133,535,17,#sectoral|#investment,,https://twitter.com/user/status/2833297170835408803,True
StockPicksDaily,521929,9933809546910586711,2025-09-22T11:42:00.263904,IT stocks volatile ahead of earnings. TCS looks bearish. #itstocks #earnings,80,350,59,#itstocks|#earnings,,https://twitter.com/user/status/7588423107329885352,True
FundamentalFirst,817930,2004589585345920452,2025-09-22T11:41:37.270464,"FMCG index gained by 0.9%. Top picks: TCS, INFY #sectoral #investment",127,559,55,#sectoral|#investment,,https://twitter.com/user/status/1939090821972724858,True
MarketWatch_IN,454960,5349616791963737000,2025-09-22T11:38:39.853503,IT stocks bearish ahead of earnings. ITC looks neutral. #itstocks #earnings,27,226,1,#itstocks|#earnings,,https://twitter.com/user/status/9640208269238488384,False
MarketBuzz24,444625,1383154023484052006,2025-09-22T11:37:19.306163,FII selling worth ₹1800 crores in Energy today. Impact on INFY? #fii #markets,65,17,50,#fii|#markets,,https://twitter.com/user/status/8830800223663841899,False
StockPicksDaily,517802,5283929283531974934,2025-09-22T11:33:46.630390,FII holding worth ₹2100 crores in Pharma today. Impact on INFY? #fii #markets,24,208,24,#fii|#markets,,https://twitter.com/user/status/2976376955033955633,True
NiftyAnalyst,925667,7370915014024485935,2025-09-22T11:32:21.405396,"IT index outperformed by 4.1%. Top picks: RELIANCE, ONGC #sectoral #investment",145,14,71,#sectoral|#investment,,https://twitter.com/user/status/7282858442523222142,False
TradersPro,678085,9708079214804741863,2025-09-22T11:32:15.420592,FII profit booking worth ₹1800 crores in FMCG today. Impact on TCS? #fii #markets,44,22,13,#fii|#markets,,https://twitter.com/user/status/8796951806753429025,False
